Column A,Column B,Column C,Column D,Column E,Column F,Column G,Column H,Column I,Column J,Column K,Column L,Column M,Column N,Column O,Column P,Column Q,Column R,Column S
Nominal A.4,Nominal B.5,Nominal C.1,8,7/10/16,,,FALSE,0.980735254,230461,991469,777131,,,43.67076026,Nominal P.1,0.605352069,0.153382745,5
Nominal A.4,Nominal B.4,Nominal C.3,0,6/20/21,-1.693112011,Ordinal G.1,TRUE,0.806686312,683771,154967,581690,,FALSE,,,0.331264797,,
Nominal A.1,Nominal B.4,Nominal C.2,9,1/12/18,2.369487632,Ordinal G.1,FALSE,0.791391198,,,281892,,,,Nominal P.3,0.904212967,0.043121556,0
Nominal A.1,Nominal B.5,Nominal C.1,4,11/16/22,-4.167225598,Ordinal G.7,FALSE,0.720404783,976155,466995,307527,,,31.35049674,Nominal P.3,0.67114401,,
Nominal A.2,Nominal B.7,Nominal C.3,0,8/31/22,,Ordinal G.1,FALSE,0.496097783,,863736,966775,,,,,0.774879589,0.707666306,
Nominal A.2,Nominal B.3,Nominal C.1,1,10/10/19,-9.264444402,Ordinal G.2,TRUE,0.698320688,699193,977684,151977,,TRUE,,Nominal P.1,0.643609752,0.88494653,3
Nominal A.1,Nominal B.5,Nominal C.3,6,6/3/18,7.65642953,Ordinal G.2,TRUE,0.77063898,,272739,,,FALSE,,,0.761085274,0.440398278,
Nominal A.3,Nominal B.2,Nominal C.3,9,2/22/21,,Ordinal G.6,FALSE,,318795,,502545,,FALSE,,,0.405743855,,0
Nominal A.1,Nominal B.5,Nominal C.2,8,8/24/23,,Ordinal G.5,TRUE,0.535180544,171904,,80745,,FALSE,,Nominal P.1,0.858325546,,2
Nominal A.4,Nominal B.6,Nominal C.3,0,11/6/20,,,FALSE,,635759,580219,10118,,FALSE,9.744131949,Nominal P.4,0.086067026,0.300263559,
Nominal A.4,Nominal B.1,Nominal C.2,2,10/4/21,8.656821172,Ordinal G.2,TRUE,0.06687113,789368,,,,,36.66731009,Nominal P.2,0.601972647,,2
Nominal A.4,Nominal B.6,Nominal C.1,2,11/15/20,-5.505900686,,FALSE,,353412,903732,205229,Ordinal M.1,,,Nominal P.5,0.544317783,0.867027235,0
Nominal A.3,Nominal B.6,Nominal C.1,1,7/24/16,-2.216461811,,FALSE,0.956503107,85793,887118,,,,33.14642979,Nominal P.6,0.236157804,0.473557607,
Nominal A.5,Nominal B.7,Nominal C.2,4,5/24/23,1.884864461,Ordinal G.8,FALSE,0.987278467,689920,97350,436850,Ordinal M.3,,37.34465408,Nominal P.1,0.670963062,,
Nominal A.2,Nominal B.4,Nominal C.3,1,2/26/19,3.689146967,Ordinal G.1,TRUE,0.26071606,321929,559884,,Ordinal M.4,TRUE,3.04028831,Nominal P.3,0.00571814,0.743612598,5
Nominal A.2,Nominal B.4,Nominal C.1,0,11/8/17,-1.015829508,,FALSE,,816505,85489,398842,,,37.68154893,Nominal P.4,0.583794554,0.097025961,5
Nominal A.1,Nominal B.2,Nominal C.1,4,10/26/23,,Ordinal G.2,FALSE,,685182,,345712,Ordinal M.1,,,Nominal P.3,0.699037851,0.967790951,5
Nominal A.1,Nominal B.6,Nominal C.3,2,10/11/17,6.903080376,Ordinal G.5,FALSE,0.779188262,972837,,210321,,FALSE,33.94058652,,0.112861774,0.355822957,2
Nominal A.1,Nominal B.5,Nominal C.3,8,8/16/23,,Ordinal G.4,FALSE,0.091130306,610130,29088,,,FALSE,31.38765706,,0.004472332,0.642858647,
Nominal A.5,Nominal B.3,Nominal C.1,2,9/20/20,4.860800441,,FALSE,,257235,178187,837800,,,29.79079598,,0.453360356,,1
Nominal A.4,Nominal B.1,Nominal C.2,5,8/14/16,-9.181601311,Ordinal G.4,FALSE,,542856,384340,448358,,FALSE,15.16793502,,0.528983889,0.035594828,
Nominal A.2,Nominal B.7,Nominal C.1,4,6/22/21,7.275492252,Ordinal G.7,TRUE,,,600870,917132,,,,,0.858193916,0.031839937,9
Nominal A.2,Nominal B.5,Nominal C.1,0,10/13/19,,Ordinal G.4,FALSE,,697584,371847,,Ordinal M.2,FALSE,,,0.689663887,0.510770663,
Nominal A.3,,Nominal C.3,7,4/29/23,7.637292563,,FALSE,0.868809706,911626,269232,,,,2.165370831,Nominal P.6,0.265755783,0.974973544,
Nominal A.3,Nominal B.5,Nominal C.1,4,9/9/21,1.49074897,,FALSE,0.077555511,23452,346628,431394,,,,Nominal P.6,0.325473788,0.523355686,2
Nominal A.2,Nominal B.6,Nominal C.3,5,4/21/16,6.522706853,Ordinal G.6,FALSE,0.115680217,389604,788174,,,,22.801849,Nominal P.3,0.438145146,0.916003439,5
Nominal A.5,Nominal B.3,Nominal C.1,7,5/18/17,-6.209679214,Ordinal G.2,FALSE,0.554419497,968751,,633890,Ordinal M.1,,,Nominal P.6,0.153499527,0.38180629,
Nominal A.5,,Nominal C.1,9,9/27/19,-0.655495644,,FALSE,,173084,570488,944997,,,48.90942484,,0.586330155,0.670515158,
Nominal A.5,Nominal B.1,Nominal C.3,7,5/12/16,6.772776615,Ordinal G.4,FALSE,0.847976752,794030,468416,598097,Ordinal M.3,,,,0.689764652,0.366441162,0
Nominal A.2,,Nominal C.3,5,3/8/23,-5.726799812,Ordinal G.5,FALSE,0.745607078,,,633171,,,13.90018882,Nominal P.1,0.747010979,0.318231647,
Nominal A.5,Nominal B.5,Nominal C.3,9,2/22/21,,Ordinal G.5,TRUE,,569898,944913,705963,Ordinal M.3,,,Nominal P.6,0.410976712,,4
Nominal A.3,Nominal B.4,Nominal C.2,1,1/1/20,7.348981601,Ordinal G.6,FALSE,0.53106941,466336,,,Ordinal M.2,FALSE,29.81791339,,0.784912543,,0
Nominal A.5,Nominal B.4,Nominal C.3,8,10/18/17,-2.555169494,,FALSE,0.390860158,,965297,361113,,TRUE,42.70188332,,0.826226423,0.058213671,
Nominal A.4,Nominal B.5,Nominal C.2,1,4/19/21,-7.065075426,Ordinal G.6,FALSE,0.961665407,207198,516532,,,TRUE,32.44037164,,0.938928824,0.81533193,2
Nominal A.3,Nominal B.2,Nominal C.3,2,1/19/20,,Ordinal G.1,TRUE,,27186,785005,,,,8.035996174,,0.12118111,0.936504442,
Nominal A.3,Nominal B.1,Nominal C.2,1,12/31/18,,Ordinal G.1,TRUE,,423163,579823,,,,,,0.359538895,,
Nominal A.3,Nominal B.3,Nominal C.1,3,1/26/17,-7.702327592,,FALSE,0.661227344,,,560576,,FALSE,,,0.466038069,0.043147261,
Nominal A.3,,Nominal C.3,1,1/4/19,-4.914598383,Ordinal G.6,FALSE,0.689141109,,718765,237241,,FALSE,30.81321002,Nominal P.2,0.212885531,0.871466631,
Nominal A.1,Nominal B.1,Nominal C.3,5,12/24/21,-0.964321694,,FALSE,0.809430919,779596,632223,,,,48.06731996,Nominal P.3,0.561224616,0.372843422,
Nominal A.1,Nominal B.6,Nominal C.3,1,10/25/23,-6.419627582,Ordinal G.1,TRUE,,,322810,,Ordinal M.3,,35.59169185,Nominal P.1,0.420478667,0.780323874,4
Nominal A.1,,Nominal C.1,1,8/26/16,-9.160193925,Ordinal G.6,TRUE,0.635732772,,729859,,,,,Nominal P.5,0.287148545,0.427617338,
Nominal A.4,Nominal B.3,Nominal C.1,4,6/22/17,-7.121732136,Ordinal G.5,FALSE,0.224840892,863228,126813,43779,,FALSE,,Nominal P.5,0.692717378,0.500420595,3
Nominal A.2,Nominal B.7,Nominal C.2,9,8/1/18,,Ordinal G.4,FALSE,0.380394344,333742,41893,267103,,,34.5817068,,0.606958704,0.306977504,
Nominal A.4,Nominal B.1,Nominal C.3,2,2/27/19,,,TRUE,0.695120879,219541,424275,449337,,FALSE,26.66079127,Nominal P.6,0.24021533,0.815075566,8
Nominal A.5,Nominal B.1,Nominal C.2,8,2/25/16,,Ordinal G.2,FALSE,0.98869343,139751,487396,76966,Ordinal M.3,TRUE,34.46730302,,0.051518338,0.326031446,0
Nominal A.2,,Nominal C.2,4,2/28/17,1.857623498,Ordinal G.1,TRUE,0.396737793,35790,570021,524531,,TRUE,45.11417886,Nominal P.2,0.422782005,0.148184573,6
Nominal A.1,Nominal B.4,Nominal C.3,7,4/17/23,-9.764241342,,TRUE,0.041724413,26229,289934,159923,,TRUE,,Nominal P.6,0.249271137,,
Nominal A.1,Nominal B.6,Nominal C.1,2,2/25/21,,,FALSE,0.263091206,,,293519,Ordinal M.2,,25.8680031,Nominal P.5,0.744533605,,0
Nominal A.5,Nominal B.7,Nominal C.1,2,2/7/22,-7.073965798,Ordinal G.6,TRUE,0.717242839,855425,490874,22016,,,31.57407573,Nominal P.4,0.501072837,0.287896041,
Nominal A.1,Nominal B.1,Nominal C.2,1,5/26/21,,,FALSE,0.803760794,375742,824041,352842,,,11.91534652,Nominal P.3,0.560582776,,1
Nominal A.1,Nominal B.3,Nominal C.3,9,7/24/23,-8.77889056,,FALSE,0.36621545,,474331,852355,Ordinal M.1,TRUE,22.56219304,,0.834557024,0.095846299,
Nominal A.5,Nominal B.7,Nominal C.3,6,11/6/16,-3.839589269,,FALSE,0.324075834,510664,,421032,Ordinal M.1,FALSE,42.31905838,,0.662166393,0.845617741,
Nominal A.5,Nominal B.5,Nominal C.3,6,8/29/22,-5.73697996,Ordinal G.2,FALSE,0.167663112,73694,980187,83979,,,34.92784779,Nominal P.1,0.730822816,0.320850816,3
Nominal A.5,Nominal B.7,Nominal C.3,2,7/8/21,9.256969573,Ordinal G.5,FALSE,,943448,417195,,Ordinal M.4,FALSE,42.17299767,Nominal P.6,0.767233035,0.101248485,5
Nominal A.4,Nominal B.1,Nominal C.3,6,10/19/16,4.259555965,,FALSE,,896524,,196446,Ordinal M.4,FALSE,22.52451856,Nominal P.5,0.315120805,0.186262105,4
Nominal A.3,Nominal B.4,Nominal C.2,1,1/22/16,-5.582449723,,FALSE,0.543825306,650782,,,,FALSE,,Nominal P.6,0.839807364,,6
Nominal A.5,Nominal B.5,Nominal C.1,2,4/5/22,-4.29218847,,TRUE,,,,977057,,FALSE,,Nominal P.5,0.359169267,0.289547255,
Nominal A.2,Nominal B.5,Nominal C.3,8,10/29/17,6.792603171,,FALSE,0.79264304,,245948,543184,,FALSE,,Nominal P.3,,0.877028396,2
Nominal A.4,Nominal B.4,Nominal C.3,5,8/23/21,,Ordinal G.7,TRUE,0.157300091,,266985,734981,,,27.29266811,,0.071506012,0.81237429,
Nominal A.1,Nominal B.3,Nominal C.1,5,7/25/20,-1.011367268,Ordinal G.6,FALSE,0.710208632,927747,813662,87022,,TRUE,21.19591619,Nominal P.2,0.179158321,0.425473879,
Nominal A.2,Nominal B.5,Nominal C.2,4,7/23/20,-2.543818256,Ordinal G.8,FALSE,0.097120889,387654,705752,202418,Ordinal M.3,TRUE,,,0.363883812,0.876253485,1
Nominal A.5,Nominal B.2,Nominal C.3,7,11/24/16,-9.7998663,Ordinal G.2,FALSE,,223361,203219,381699,,FALSE,4.031065726,Nominal P.5,0.017059903,,
Nominal A.3,Nominal B.5,Nominal C.3,2,6/14/23,7.419327297,Ordinal G.8,TRUE,0.607012123,,552210,599151,,,0.675550595,Nominal P.4,0.404258656,,3
Nominal A.1,Nominal B.1,Nominal C.1,0,2/8/20,,Ordinal G.1,FALSE,0.161297982,675607,50954,749265,Ordinal M.1,TRUE,,Nominal P.1,0.659661503,0.139304453,
Nominal A.1,Nominal B.1,Nominal C.2,4,2/14/19,-9.01475877,Ordinal G.8,TRUE,,483293,,416375,,,27.37861205,,0.415852661,0.538481757,
Nominal A.2,Nominal B.6,Nominal C.2,8,7/4/20,,,FALSE,0.854580799,515783,434176,997019,Ordinal M.4,TRUE,37.25944563,Nominal P.3,0.761047743,0.006408888,
Nominal A.5,Nominal B.3,Nominal C.2,3,8/26/16,4.222701975,,FALSE,0.529721445,,780582,403006,Ordinal M.4,,25.79962511,Nominal P.6,0.959647217,0.06481586,
Nominal A.1,Nominal B.7,Nominal C.1,1,9/28/21,0.167429414,Ordinal G.8,FALSE,,171510,,156107,Ordinal M.2,,,Nominal P.5,,0.936693519,
Nominal A.3,Nominal B.3,Nominal C.3,5,3/30/17,-3.63009746,Ordinal G.5,TRUE,0.621926136,422084,83300,624928,Ordinal M.1,,28.24555374,Nominal P.1,0.192598776,0.172860148,6
Nominal A.4,,Nominal C.2,4,5/14/23,6.913154623,Ordinal G.2,FALSE,0.558309372,,,292359,,TRUE,1.249366041,,0.788359537,0.329539919,
Nominal A.3,Nominal B.6,Nominal C.3,0,6/28/16,-1.671779961,Ordinal G.8,FALSE,0.22194418,134564,696104,26323,,,0.535251627,Nominal P.6,0.576199876,,
Nominal A.2,Nominal B.3,Nominal C.2,3,8/5/23,1.020946022,Ordinal G.3,FALSE,0.33188712,875209,692355,880256,,,22.54918123,,0.446966341,0.028074976,9
Nominal A.2,Nominal B.7,Nominal C.3,0,7/29/23,4.178137694,Ordinal G.1,FALSE,,650681,,415208,,TRUE,,,0.479257342,0.626193808,3
Nominal A.2,Nominal B.6,Nominal C.3,2,1/30/19,-4.462022142,Ordinal G.5,FALSE,0.454224629,384216,936307,238100,,,,Nominal P.6,0.150361128,0.80936147,8
Nominal A.1,Nominal B.1,Nominal C.1,8,6/5/21,4.464679515,Ordinal G.3,FALSE,0.508526732,827590,,383511,,,12.66946261,Nominal P.1,0.762250806,0.951259416,1
Nominal A.3,Nominal B.3,Nominal C.2,7,8/11/22,-6.347220037,Ordinal G.3,FALSE,0.734404884,839285,766293,,Ordinal M.4,,27.83518226,Nominal P.5,0.514798722,0.45364523,4
Nominal A.3,Nominal B.5,Nominal C.3,3,2/6/21,5.029799816,Ordinal G.8,FALSE,0.393585144,395202,418252,94827,,FALSE,39.51094968,Nominal P.2,0.479628878,0.292659312,
Nominal A.5,Nominal B.2,Nominal C.2,3,7/18/20,,Ordinal G.2,FALSE,0.656019847,641594,792169,827117,,TRUE,22.63514943,Nominal P.6,,0.899598316,
Nominal A.4,Nominal B.2,Nominal C.2,8,8/18/22,,Ordinal G.7,FALSE,0.249659282,619015,216871,,,,14.26407553,Nominal P.2,0.484959947,,0
Nominal A.1,Nominal B.1,Nominal C.3,3,7/16/22,-0.759013878,,FALSE,0.153468917,978369,783774,,Ordinal M.3,FALSE,14.78592993,,0.434486202,,
Nominal A.5,,Nominal C.3,3,9/25/20,-3.06994931,,FALSE,0.16149277,306732,,475174,,TRUE,34.79236254,,0.226134259,,
Nominal A.2,Nominal B.2,Nominal C.1,4,10/22/21,-2.941709532,Ordinal G.4,TRUE,,353082,965849,884011,,FALSE,31.27655097,Nominal P.6,0.195733747,0.098803187,
Nominal A.3,Nominal B.7,Nominal C.2,0,9/2/22,0.060057546,Ordinal G.5,FALSE,0.977895848,970044,457748,727496,Ordinal M.4,TRUE,,Nominal P.6,0.318384238,0.346428307,6
Nominal A.5,Nominal B.7,Nominal C.3,1,2/28/23,9.813755396,Ordinal G.4,FALSE,0.018739487,,831827,653649,Ordinal M.4,FALSE,40.29417031,Nominal P.6,0.090299261,0.536734242,
Nominal A.3,Nominal B.6,Nominal C.1,0,11/29/21,-8.316327669,Ordinal G.4,FALSE,0.57337661,,654439,241397,Ordinal M.1,FALSE,,Nominal P.1,0.835195911,0.60990767,6
Nominal A.2,,Nominal C.1,4,11/11/17,-1.024274445,,FALSE,,628828,541643,745731,,TRUE,41.43257484,Nominal P.1,0.998957467,,8
Nominal A.5,Nominal B.6,Nominal C.2,7,8/12/16,,Ordinal G.1,FALSE,0.540398283,566361,,159617,,FALSE,15.80852714,Nominal P.5,0.152314966,,
Nominal A.5,Nominal B.5,Nominal C.2,9,3/20/17,,,TRUE,,464626,239731,280340,,TRUE,23.59125001,,0.587685336,,9
Nominal A.5,Nominal B.7,Nominal C.2,0,3/15/19,,Ordinal G.2,TRUE,,640745,,373601,,TRUE,24.14912977,Nominal P.4,0.793984442,0.012982406,4
Nominal A.2,Nominal B.2,Nominal C.2,4,5/11/18,,Ordinal G.2,FALSE,0.47918824,,,983181,,,22.99339111,,0.228638052,0.281388253,6
Nominal A.4,Nominal B.2,Nominal C.2,5,5/1/19,9.174828906,,FALSE,0.629495892,27362,,573491,,FALSE,28.08992946,,0.746958114,0.364476425,
Nominal A.2,Nominal B.7,Nominal C.1,4,10/25/23,9.120258958,,FALSE,0.518471041,207165,772822,299166,Ordinal M.2,FALSE,17.23387766,,0.340283141,0.641578959,
Nominal A.4,Nominal B.6,Nominal C.1,9,3/18/18,1.147119182,Ordinal G.2,FALSE,,621357,,65088,Ordinal M.2,,,Nominal P.2,0.376546761,0.207949605,7
Nominal A.1,,Nominal C.3,8,4/29/18,2.242793158,Ordinal G.4,TRUE,,,,933010,,,48.67285303,Nominal P.3,0.951731156,0.689210156,5
Nominal A.2,Nominal B.6,Nominal C.2,5,6/22/17,-3.389751729,Ordinal G.6,FALSE,0.798384562,,853729,454727,,TRUE,2.949661611,,0.680524685,,9
Nominal A.4,Nominal B.1,Nominal C.3,7,9/10/17,1.672839234,,TRUE,0.615664371,,765174,780893,Ordinal M.4,,16.39702532,,0.098323942,0.381445124,0
Nominal A.2,,Nominal C.2,1,1/1/18,,Ordinal G.2,FALSE,0.912616696,395734,,128395,,,10.85457064,Nominal P.6,0.632996369,0.430129059,
Nominal A.1,Nominal B.5,Nominal C.1,9,2/21/18,-5.333194895,Ordinal G.3,FALSE,,464777,969431,736263,,FALSE,23.0463455,Nominal P.5,0.200942818,,5
Nominal A.3,Nominal B.6,Nominal C.2,6,12/22/21,,,FALSE,,969665,299010,913900,,FALSE,,Nominal P.5,0.844462948,,0
Nominal A.3,,Nominal C.1,5,7/10/16,-9.368761852,,TRUE,0.904565168,148848,198490,515482,Ordinal M.4,,,Nominal P.2,0.109553133,0.661985989,7
Nominal A.4,Nominal B.3,Nominal C.1,0,6/25/17,,,FALSE,,334657,264872,588349,Ordinal M.1,,16.19110859,,0.668467531,0.635696529,
Nominal A.2,Nominal B.6,Nominal C.2,5,1/31/21,8.558635754,Ordinal G.1,FALSE,,,266882,845358,,,,Nominal P.6,0.61047233,0.897468707,1
Nominal A.5,Nominal B.5,Nominal C.3,8,9/2/20,,Ordinal G.8,FALSE,0.77050786,,858133,641249,,,5.287532691,Nominal P.3,0.571497433,0.639401817,4
Nominal A.1,Nominal B.1,Nominal C.1,5,11/22/18,0.055737394,Ordinal G.5,FALSE,0.042542483,461864,44423,921782,,,9.327522272,Nominal P.4,,0.993689179,
Nominal A.4,Nominal B.1,Nominal C.3,9,8/26/23,-4.625917473,Ordinal G.3,FALSE,,585017,,383414,,FALSE,,Nominal P.6,0.051659005,,3
Nominal A.4,Nominal B.7,Nominal C.3,6,12/8/21,,,FALSE,0.00615966,501710,66577,457807,Ordinal M.2,,,Nominal P.4,0.823846161,0.935955427,0
Nominal A.5,Nominal B.1,Nominal C.2,4,6/2/22,3.27684631,,FALSE,0.07739603,113805,966160,202276,Ordinal M.3,FALSE,20.77449637,Nominal P.1,0.98601528,,6
Nominal A.1,Nominal B.4,Nominal C.2,8,11/30/17,-4.549282235,Ordinal G.8,FALSE,0.446619259,539449,206340,516162,,FALSE,15.50897864,,0.883750664,0.548154546,1
Nominal A.1,Nominal B.3,Nominal C.1,7,8/21/19,5.585517213,Ordinal G.1,FALSE,0.082980783,,,243982,Ordinal M.1,TRUE,19.4996079,Nominal P.5,0.070130979,,2
Nominal A.5,Nominal B.6,Nominal C.3,2,4/2/20,-2.798214679,,FALSE,,,,872650,,FALSE,45.77899647,Nominal P.5,0.983972692,0.283436717,
Nominal A.2,Nominal B.2,Nominal C.2,8,10/27/17,-8.403984502,,FALSE,0.07895596,,600152,376330,,,,Nominal P.5,0.176517558,,
Nominal A.4,Nominal B.4,Nominal C.1,8,7/22/23,3.061723999,,TRUE,0.582482353,802879,904651,,Ordinal M.4,,,Nominal P.1,,0.862613513,1
Nominal A.1,Nominal B.6,Nominal C.2,6,5/26/17,1.679361418,Ordinal G.4,TRUE,0.19555135,,485884,,,FALSE,4.355056205,,0.470384043,0.652818233,0
Nominal A.5,Nominal B.6,Nominal C.1,3,8/31/18,,Ordinal G.3,FALSE,0.666076043,363414,535969,342051,,TRUE,33.83471874,,0.047669596,0.248998064,
Nominal A.1,Nominal B.6,Nominal C.3,7,7/7/21,7.396803433,Ordinal G.5,FALSE,0.832345847,,273803,457984,,,27.53117397,Nominal P.5,0.678068661,0.498081192,
Nominal A.3,Nominal B.2,Nominal C.2,7,3/15/22,1.085446221,Ordinal G.4,FALSE,0.379388509,195350,30287,850465,,TRUE,31.34492563,,0.678216452,,
Nominal A.5,Nominal B.7,Nominal C.3,6,11/25/21,0.992132202,,FALSE,,,261275,,Ordinal M.1,FALSE,17.48599921,,0.67772998,0.74403249,
Nominal A.5,Nominal B.2,Nominal C.2,7,2/16/21,-3.860618285,Ordinal G.7,FALSE,0.414118131,,880174,211921,,TRUE,33.40480209,,0.628979321,0.256356525,4
Nominal A.4,Nominal B.1,Nominal C.3,9,12/21/18,,Ordinal G.2,TRUE,0.044065143,246995,121178,341720,,FALSE,,Nominal P.6,0.076958267,0.951991247,7
Nominal A.3,Nominal B.4,Nominal C.1,7,9/3/16,4.882423464,Ordinal G.2,TRUE,0.514850372,977559,,521099,,,39.90885129,Nominal P.6,0.523085165,,1
Nominal A.4,Nominal B.7,Nominal C.2,2,8/27/19,3.761240674,Ordinal G.6,TRUE,,315523,771098,236731,,,27.57664912,Nominal P.4,0.758933078,,8
Nominal A.5,Nominal B.6,Nominal C.1,2,7/26/23,,,FALSE,,,,374863,,FALSE,,Nominal P.4,0.188637562,,
Nominal A.4,Nominal B.4,Nominal C.1,1,9/27/17,5.177048158,Ordinal G.6,FALSE,0.725471484,699903,516266,224142,,FALSE,36.01027898,Nominal P.4,0.580597805,0.792436858,3
Nominal A.1,Nominal B.5,Nominal C.3,6,5/20/17,-3.229518751,Ordinal G.1,FALSE,0.680382291,620037,593393,,,,12.07352454,,,0.968010377,0
Nominal A.1,Nominal B.7,Nominal C.1,1,12/25/19,-4.679938006,,FALSE,0.309686597,805645,,853956,,TRUE,11.17583187,,0.061882809,,
Nominal A.1,Nominal B.5,Nominal C.3,5,8/25/16,0.295623014,Ordinal G.2,FALSE,,92922,233107,58096,,,45.0771334,Nominal P.5,0.950621945,0.836587329,2
Nominal A.5,Nominal B.1,Nominal C.2,7,5/10/18,-7.461954568,Ordinal G.1,FALSE,0.419495965,903660,56039,536776,,TRUE,40.30753055,Nominal P.1,0.782572129,0.813338668,3
Nominal A.1,,Nominal C.2,2,4/7/22,3.129471681,,TRUE,,,955391,651648,,,29.7838111,,0.32278684,0.598849733,
Nominal A.4,Nominal B.4,Nominal C.1,3,2/20/18,-7.113957959,Ordinal G.2,FALSE,0.327229902,57440,823673,377460,,TRUE,,,,0.618742561,8
Nominal A.2,Nominal B.1,Nominal C.3,8,11/7/20,-0.885543057,Ordinal G.7,FALSE,0.858567803,490819,53517,811110,Ordinal M.3,FALSE,,,0.521413372,0.971773178,5
Nominal A.4,Nominal B.2,Nominal C.3,6,4/16/17,,,TRUE,0.112644986,,,329311,Ordinal M.4,,,,0.411359806,0.809498412,2
Nominal A.5,Nominal B.1,Nominal C.2,2,12/19/23,-2.284663272,,FALSE,,587586,,202715,,,,Nominal P.1,0.388371799,0.640287196,
Nominal A.4,Nominal B.7,Nominal C.2,9,2/6/17,9.304691495,Ordinal G.6,FALSE,,703723,119092,932900,,,29.11874498,Nominal P.3,0.979569377,,5
Nominal A.2,Nominal B.1,Nominal C.1,8,12/2/16,6.223212541,Ordinal G.7,FALSE,,593251,,447093,,TRUE,9.155356203,Nominal P.1,0.907265433,0.114202875,8
Nominal A.1,Nominal B.6,Nominal C.1,6,6/27/16,3.792892542,Ordinal G.5,FALSE,0.081611135,180785,,44262,Ordinal M.3,TRUE,0.306564252,Nominal P.2,0.12121998,,
Nominal A.3,Nominal B.2,Nominal C.3,9,4/14/17,,Ordinal G.5,FALSE,0.27352009,554791,,,,TRUE,,,0.157957976,0.271981397,
Nominal A.5,Nominal B.4,Nominal C.3,2,11/21/17,-2.260833197,,FALSE,0.650769713,902478,,976462,Ordinal M.1,,34.35230354,Nominal P.1,0.819069914,0.672530919,5
Nominal A.2,Nominal B.1,Nominal C.1,7,1/26/22,-8.513159637,Ordinal G.6,FALSE,0.313531606,350231,587096,,Ordinal M.1,TRUE,44.31453742,Nominal P.4,0.222458899,,
Nominal A.5,Nominal B.2,Nominal C.2,9,1/26/21,-5.674277599,,TRUE,,386270,,,,,47.18079582,Nominal P.4,0.294065218,0.245292216,7
Nominal A.4,Nominal B.5,Nominal C.1,9,6/22/16,4.095438651,Ordinal G.7,TRUE,0.774151217,,284558,,,FALSE,43.99777863,,0.242072887,,
Nominal A.1,Nominal B.2,Nominal C.3,5,5/13/16,-9.851532164,Ordinal G.5,FALSE,,923094,143492,29198,,,,Nominal P.6,0.234528164,0.136229627,6
Nominal A.4,Nominal B.5,Nominal C.3,8,9/3/16,,Ordinal G.3,FALSE,0.369654426,578831,654924,614431,Ordinal M.1,TRUE,22.46568986,Nominal P.3,0.888835219,0.00879928,0
Nominal A.4,Nominal B.6,Nominal C.1,2,4/3/23,,Ordinal G.8,FALSE,,57378,781845,148168,,,45.01990293,Nominal P.6,0.964226299,0.896714607,7
Nominal A.2,Nominal B.5,Nominal C.1,3,11/8/19,9.180513061,Ordinal G.6,FALSE,0.677874349,792637,281844,510047,Ordinal M.2,,45.09420217,Nominal P.6,0.186917053,0.759593235,
Nominal A.4,,Nominal C.1,6,4/10/17,-1.966697993,Ordinal G.1,FALSE,0.111517315,277879,,136486,Ordinal M.4,FALSE,48.60596765,Nominal P.5,0.198387242,0.761360723,4
Nominal A.3,Nominal B.4,Nominal C.3,7,10/3/20,,Ordinal G.6,TRUE,0.819500598,214688,191978,519692,Ordinal M.2,,,Nominal P.5,0.261831999,0.285413591,4
Nominal A.1,Nominal B.5,Nominal C.3,5,5/13/19,-2.627618387,Ordinal G.1,TRUE,0.599337061,988534,8632,81456,,TRUE,,,0.372207111,,
Nominal A.3,Nominal B.2,Nominal C.1,2,8/15/17,-4.77223463,Ordinal G.8,FALSE,0.467029457,,693385,538924,,TRUE,42.01519066,Nominal P.5,0.632217982,0.978204109,
Nominal A.2,Nominal B.4,Nominal C.3,8,10/6/17,3.162779475,Ordinal G.3,FALSE,,691372,,976582,Ordinal M.4,,15.86003261,Nominal P.1,0.111937108,0.364918308,
Nominal A.1,Nominal B.7,Nominal C.2,3,5/14/18,-7.898092032,,FALSE,0.100575014,625976,448222,,,TRUE,32.58886958,,0.86340453,0.982272719,4
Nominal A.4,Nominal B.7,Nominal C.1,2,2/16/19,,Ordinal G.5,FALSE,,246883,,639069,Ordinal M.1,,41.8880044,Nominal P.5,0.707388774,0.420746929,
Nominal A.3,Nominal B.3,Nominal C.1,0,11/13/21,,Ordinal G.2,FALSE,,18151,,348453,Ordinal M.4,,47.06695176,Nominal P.2,0.386073524,,5
Nominal A.2,Nominal B.1,Nominal C.1,2,11/14/20,,Ordinal G.2,FALSE,,,761775,3163,,,17.05327982,Nominal P.1,0.143820234,0.150148373,9
Nominal A.2,Nominal B.6,Nominal C.3,8,12/13/23,6.121507956,,FALSE,0.519239471,102693,305677,799416,,FALSE,13.46345678,Nominal P.2,0.15648601,0.088713667,2
Nominal A.4,Nominal B.1,Nominal C.1,7,2/23/20,-0.656161273,Ordinal G.6,TRUE,0.426701009,,725588,946844,,FALSE,42.33765167,Nominal P.2,0.353398498,0.334167686,2
Nominal A.2,Nominal B.6,Nominal C.2,2,8/2/19,-9.005686157,Ordinal G.3,TRUE,,,384162,249279,Ordinal M.2,,,,0.931069599,,0
Nominal A.2,Nominal B.5,Nominal C.1,4,12/27/22,8.831846036,Ordinal G.4,FALSE,,,730143,219725,,FALSE,,Nominal P.4,0.023524168,,
